"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"AVTCEUS","198813","3.39","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198901","0.248","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198902","0.16","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198903","0.275","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198904","0.318","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198905","0.292","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198906","0.268","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198907","0.314","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198908","0.429","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198909","0.281","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198910","0.231","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198911","0.284","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198912","0.192","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","198913","3.293","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199001","0.207","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199002","0.225","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199003","0.272","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199004","0.238","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199005","0.279","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199006","0.326","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199007","0.342","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199008","0.337","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199009","0.254","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199010","0.241","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199011","0.208","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199012","0.183","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199013","3.112","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199101","0.17","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199102","0.179","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199103","0.216","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199104","0.234","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199105","0.272","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199106","0.292","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199107","0.337","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199108","0.33","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199109","0.269","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199110","0.231","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199111","0.185","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199112","0.171","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199113","2.887","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199201","0.171","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199202","0.227","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199203","0.236","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199204","0.205","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199205","0.27","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199206","0.321","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199207","0.263","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199208","0.312","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199209","0.253","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199210","0.178","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199211","0.171","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199212","0.235","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199213","2.841","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199301","0.117","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199302","0.113","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199303","0.29","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199304","0.19","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199305","0.286","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199306","0.249","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199307","0.308","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199308","0.333","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199309","0.28","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199310","0.152","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199311","0.226","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199312","0.112","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199313","2.657","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199401","0.206","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199402","0.203","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199403","0.203","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199404","0.285","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199405","0.105","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199406","0.389","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199407","0.078","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199408","0.32","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199409","0.223","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199410","0.218","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199411","0.226","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199412","0.183","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199413","2.639","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199501","0.206","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199502","0.212","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199503","0.239","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199504","0.202","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199505","0.285","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199506","0.206","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199507","0.298","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199508","0.278","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199509","0.328","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199510","0.158","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199511","0.162","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199512","0.164","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199513","2.739","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199601","0.149","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199602","0.135","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199603","0.27","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199604","0.221","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199605","0.235","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199606","0.3","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199607","0.222","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199608","0.227","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199609","0.236","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199610","0.201","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199611","0.216","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199612","0.172","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199613","2.585","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199701","0.148","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199702","0.229","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199703","0.209","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199704","0.295","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199705","0.279","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199706","0.225","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199707","0.255","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199708","0.338","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199709","0.208","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199710","0.25","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199711","0.147","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199712","0.163","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199713","2.747","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199801","0.103","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199802","0.224","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199803","0.202","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199804","0.196","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199805","0.206","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199806","0.297","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199807","0.236","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199808","0.265","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199809","0.194","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199810","0.246","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199811","0.181","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199812","0.107","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199813","2.456","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199901","0.282","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199902","0.157","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199903","0.201","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199904","0.265","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199905","0.166","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199906","0.265","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199907","0.281","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199908","0.304","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199909","0.238","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199910","0.193","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199911","0.186","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199912","0.175","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","199913","2.71","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200001","0.172","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200002","0.126","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200003","0.228","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200004","0.224","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200005","0.234","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200006","0.235","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200007","0.261","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200008","0.307","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200009","0.193","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200010","0.221","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200011","0.175","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200012","0.133","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200013","2.511","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200101","0.191","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200102","0.217","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200103","0.174","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200104","0.177","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200105","0.261","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200106","0.228","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200107","0.253","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200108","0.268","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200109","0.154","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200110","0.171","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200111","0.176","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200112","0.146","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200113","2.417","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200201","0.166","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200202","0.118","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200203","0.178","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200204","0.195","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200205","0.178","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200206","0.227","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200207","0.289","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200208","0.266","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200209","0.197","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200210","0.222","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200211","0.158","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200212","0.139","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200213","2.334","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200301","0.086","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200302","0.139","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200303","0.193","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200304","0.155","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200305","0.193","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200306","0.15","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200307","0.224","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200308","0.212","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200309","0.269","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200310","0.145","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200311","0.187","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200312","0.139","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200313","2.091","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200401","0.146","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200402","0.181","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200403","0.156","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200404","0.211","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200405","0.154","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200406","0.175","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200407","0.231","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200408","0.209","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200409","0.219","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200410","0.205","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200411","0.126","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200412","0.15","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200413","2.162","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200501","0.311","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200502","0.175","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200503","0.179","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200504","0.18","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200505","0.185","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200506","0.212","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200507","0.231","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200508","0.251","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200509","0.242","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200510","0.166","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200511","0.151","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200512","0.165","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200513","2.447","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200601","0.093","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200602","0.158","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200603","0.235","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200604","0.229","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200605","0.234","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200606","0.185","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200607","0.218","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200608","0.299","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200609","0.192","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200610","0.2","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200611","0.135","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200612","0.137","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200613","2.314","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200701","0.178","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200702","0.13","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200703","0.149","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200704","0.21","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200705","0.188","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200706","0.232","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200707","0.187","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200708","0.231","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200709","0.174","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200710","0.229","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200711","0.161","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200712","0.117","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200713","2.186","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"AVTCEUS","200801","0.141","3","Aviation Gasoline CO2 Emissions","Million Metric Tons of Carbon Dioxide"
